Contracts,Order No.,Transaction Time(UTC+0),Leverage,Direction,Order Type,Filled Type,Filled Qty,Filled Price,Order Price,Trading Fee Rate,Fees Paid,Transaction ID
CHZUSDT,3467653b,2022-11-21 09:08:28,5,Close Short,Limit,Trade,7120,0.18820,0.18820,6e-05,0.08039904,36fa3cef
CHZUSDT,3467653b,2022-11-21 09:08:28,5,Close Short,Limit,Trade,6941,0.18820,0.18820,6e-05,0.07837778,a47021b0
CHZUSDT,3467653b,2022-11-21 09:08:28,5,Close Short,Limit,Trade,57,0.18820,0.18820,6e-05,0.00064365,6d6da827
CHZUSDT,851-Sell,2022-11-21 08:00:00,5,Open Short,--,Funding,45000,0.19099,0.00000,-4.186e-05,-0.35976786,ee784951
CHZUSDT,9c02ab6b,2022-11-21 05:09:30,5,Open Short,Limit,Trade,15823,0.19390,0.19390,6e-05,0.18408479,e372f4f0
CHZUSDT,9c02ab6b,2022-11-21 05:09:30,5,Open Short,Limit,Trade,6717,0.19390,0.19390,6e-05,0.07814558,1c5206e6
CHZUSDT,9c02ab6b,2022-11-21 05:09:30,5,Open Short,Limit,Trade,258,0.19390,0.19390,6e-05,0.00300158,91b5c055
CHZUSDT,9c02ab6b,2022-11-21 05:09:29,5,Open Short,Limit,Trade,2652,0.19390,0.19390,6e-05,0.03085337,2a3e627e
CHZUSDT,9c02ab6b,2022-11-21 05:09:29,5,Open Short,Limit,Trade,258,0.19390,0.19390,6e-05,0.00300158,fb4d1531
CHZUSDT,9c02ab6b,2022-11-21 05:09:28,5,Open Short,Limit,Trade,16584,0.19390,0.19390,6e-05,0.19293826,ed6035b7
CHZUSDT,9c02ab6b,2022-11-21 05:09:28,5,Open Short,Limit,Trade,258,0.19390,0.19390,6e-05,0.00300158,d58dca24
CHZUSDT,9c02ab6b,2022-11-21 05:09:27,5,Open Short,Limit,Trade,66,0.19390,0.19390,6e-05,0.00076785,b50d0b7a
CHZUSDT,9c02ab6b,2022-11-21 05:09:27,5,Open Short,Limit,Trade,258,0.19390,0.19390,6e-05,0.00300158,b42fc31e
CHZUSDT,9c02ab6b,2022-11-21 05:09:26,5,Open Short,Limit,Trade,258,0.19390,0.19390,6e-05,0.00300158,5533bcdf
CHZUSDT,9c02ab6b,2022-11-21 05:09:25,5,Open Short,Limit,Trade,258,0.19390,0.19390,6e-05,0.00300158,494478a3
CHZUSDT,9c02ab6b,2022-11-21 05:09:24,5,Open Short,Limit,Trade,258,0.19390,0.19390,6e-05,0.00300158,78e3d4af
CHZUSDT,9c02ab6b,2022-11-21 05:09:23,5,Open Short,Limit,Trade,53,0.19390,0.19390,6e-05,0.00061661,e66692db
CHZUSDT,9c02ab6b,2022-11-21 05:09:23,5,Open Short,Limit,Trade,246,0.19390,0.19390,6e-05,0.00286197,1082d86a
CHZUSDT,9c02ab6b,2022-11-21 05:09:23,5,Open Short,Limit,Trade,786,0.19390,0.19390,6e-05,0.00914433,5a868ee1
CHZUSDT,9c02ab6b,2022-11-21 05:09:23,5,Open Short,Limit,Trade,258,0.19390,0.19390,6e-05,0.00300158,d904dbb5
CHZUSDT,9c02ab6b,2022-11-21 04:49:13,5,Open Short,Limit,Trade,6,0.19390,0.19390,6e-05,6.981e-05,b3e00b13
CHZUSDT,9c02ab6b,2022-11-21 04:49:05,5,Open Short,Limit,Trade,3,0.19390,0.19390,6e-05,3.491e-05,02f0c25c
CHZUSDT,8ddf9104,2022-11-20 16:20:03,5,Close Short,Limit,Trade,16188,0.21710,0.21820,0.0005,1.7572074,7d8ae850
CHZUSDT,8ddf9104,2022-11-20 16:20:03,5,Close Short,Limit,Trade,13076,0.21710,0.21820,0.0005,1.4193998,9c039a6f
CHZUSDT,8ddf9104,2022-11-20 16:20:03,5,Close Short,Limit,Trade,1000,0.21710,0.21820,0.0005,0.10855,892bfb6c
CHZUSDT,8ddf9104,2022-11-20 16:20:03,5,Close Short,Limit,Trade,4855,0.21710,0.21820,0.0005,0.52701025,f71f8542
CHZUSDT,8ddf9104,2022-11-20 16:20:03,5,Close Short,Limit,Trade,13076,0.21715,0.21820,0.0005,1.4197267,07cacfb7
CHZUSDT,8ddf9104,2022-11-20 16:20:03,5,Close Short,Limit,Trade,10302,0.21715,0.21820,0.0005,1.11853965,2d05765b
CHZUSDT,8ddf9104,2022-11-20 16:20:03,5,Close Short,Limit,Trade,17299,0.21715,0.21820,0.0005,1.87823893,d0a29c59
CHZUSDT,8ddf9104,2022-11-20 16:20:03,5,Close Short,Limit,Trade,20000,0.21715,0.21820,0.0005,2.1715,811a06fc
CHZUSDT,8ddf9104,2022-11-20 16:20:03,5,Close Short,Limit,Trade,2558,0.21715,0.21820,0.0005,0.27773485,6afab7ae
CHZUSDT,8ddf9104,2022-11-20 16:20:03,5,Close Short,Limit,Trade,3503,0.21715,0.21820,0.0005,0.38033823,54231883
CHZUSDT,8ddf9104,2022-11-20 16:20:03,5,Close Short,Limit,Trade,12497,0.21720,0.21820,0.0005,1.3571742,3bd06662
CHZUSDT,8ddf9104,2022-11-20 16:20:03,5,Close Short,Limit,Trade,492,0.21720,0.21820,0.0005,0.0534312,213676cc
CHZUSDT,8ddf9104,2022-11-20 16:20:03,5,Close Short,Limit,Trade,9830,0.21720,0.21820,0.0005,1.067538,9676b39b
CHZUSDT,8ddf9104,2022-11-20 16:20:03,5,Close Short,Limit,Trade,10943,0.21720,0.21820,0.0005,1.1884098,a4eb6520
CHZUSDT,8ddf9104,2022-11-20 16:20:03,5,Close Short,Limit,Trade,20000,0.21720,0.21820,0.0005,2.172,3c3ad803
CHZUSDT,8ddf9104,2022-11-20 16:20:03,5,Close Short,Limit,Trade,1000,0.21720,0.21820,0.0005,0.1086,e477bb28
CHZUSDT,8ddf9104,2022-11-20 16:20:03,5,Close Short,Limit,Trade,44,0.21720,0.21820,0.0005,0.0047784,690e5239
CHZUSDT,8ddf9104,2022-11-20 16:20:03,5,Close Short,Limit,Trade,20658,0.21720,0.21820,0.0005,2.2434588,5915cd46
CHZUSDT,8ddf9104,2022-11-20 16:20:03,5,Close Short,Limit,Trade,984,0.21720,0.21820,0.0005,0.1068624,9465799b
CHZUSDT,8ddf9104,2022-11-20 16:20:03,5,Close Short,Limit,Trade,8718,0.21725,0.21820,0.0005,0.94699275,62271c37
CHZUSDT,8ddf9104,2022-11-20 16:20:03,5,Close Short,Limit,Trade,12988,0.21725,0.21820,0.0005,1.4108215,c0dc5fb6
CHZUSDT,8ddf9104,2022-11-20 16:19:47,5,Close Short,Limit,Trade,337,0.21700,0.21700,6e-05,0.00438774,97696352
CHZUSDT,8ddf9104,2022-11-20 16:18:54,5,Close Short,Limit,Trade,1,0.21510,0.21510,6e-05,1.291e-05,f219d7ab
CHZUSDT,8ddf9104,2022-11-20 16:18:54,5,Close Short,Limit,Trade,545,0.21510,0.21510,6e-05,0.00703377,770fcbef
CHZUSDT,8ddf9104,2022-11-20 16:18:54,5,Close Short,Limit,Trade,2200,0.21510,0.21510,6e-05,0.0283932,06313869
CHZUSDT,8ddf9104,2022-11-20 16:18:54,5,Close Short,Limit,Trade,3164,0.21510,0.21510,6e-05,0.04083459,50d58be2
CHZUSDT,8ddf9104,2022-11-20 16:18:54,5,Close Short,Limit,Trade,632,0.21510,0.21510,6e-05,0.0081566,4ba652ae
CHZUSDT,8ddf9104,2022-11-20 16:18:54,5,Close Short,Limit,Trade,10494,0.21510,0.21510,6e-05,0.13543557,d06076ce
CHZUSDT,8ddf9104,2022-11-20 16:18:54,5,Close Short,Limit,Trade,988,0.21510,0.21510,6e-05,0.01275113,0c7f6c3d
CHZUSDT,8ddf9104,2022-11-20 16:18:54,5,Close Short,Limit,Trade,2953,0.21510,0.21510,6e-05,0.03811142,fc4f0e7c
CHZUSDT,8ddf9104,2022-11-20 16:18:54,5,Close Short,Limit,Trade,2531,0.21510,0.21510,6e-05,0.03266509,70ab8fd2
CHZUSDT,8ddf9104,2022-11-20 16:18:54,5,Close Short,Limit,Trade,2109,0.21510,0.21510,6e-05,0.02721876,bded9d5e
CHZUSDT,8ddf9104,2022-11-20 16:18:54,5,Close Short,Limit,Trade,62,0.21510,0.21510,6e-05,0.00080018,ddc8170c
CHZUSDT,8ddf9104,2022-11-20 16:18:54,5,Close Short,Limit,Trade,5273,0.21510,0.21510,6e-05,0.06805334,dbfddd82
CHZUSDT,8ddf9104,2022-11-20 16:18:54,5,Close Short,Limit,Trade,421,0.21510,0.21510,6e-05,0.00543343,1fb5d376
CHZUSDT,8ddf9104,2022-11-20 16:18:54,5,Close Short,Limit,Trade,12657,0.21510,0.21510,6e-05,0.16335125,28a03c6f
CHZUSDT,8ddf9104,2022-11-20 16:18:54,5,Close Short,Limit,Trade,10622,0.21510,0.21510,6e-05,0.13708754,52181787
CHZUSDT,851-Sell,2022-11-20 16:00:00,5,Open Short,--,Funding,255000,0.22565,0.00000,-0.0001,-5.754075,dff062fd
CHZUSDT,7b27e61d,2022-11-20 15:45:25,5,Close Short,Limit,Trade,172,0.22365,0.22365,6e-05,0.00230807,24340482
CHZUSDT,7b27e61d,2022-11-20 15:45:25,5,Close Short,Limit,Trade,24828,0.22365,0.22365,6e-05,0.33316694,33ab5857
CHZUSDT,1b1f25e5,2022-11-20 11:36:42,5,Close Short,Limit,Trade,22162,0.22925,0.22925,6e-05,0.30483831,2f134d95
CHZUSDT,1b1f25e5,2022-11-20 11:36:42,5,Close Short,Limit,Trade,2838,0.22925,0.22925,6e-05,0.03903669,cd779385
CHZUSDT,6aa9519e,2022-11-20 11:33:59,5,Close Short,Limit,Trade,10000,0.22900,0.22900,0.0005,1.145,d948dbc3
CHZUSDT,fc428d51,2022-11-20 10:49:43,5,Close Long,Limit,Trade,9711,0.23535,0.23500,0.0005,1.14274193,a0d88750
CHZUSDT,fc428d51,2022-11-20 10:49:43,5,Close Long,Limit,Trade,8967,0.23535,0.23500,0.0005,1.05519173,23315886
CHZUSDT,fc428d51,2022-11-20 10:49:43,5,Close Long,Limit,Trade,8971,0.23535,0.23500,0.0005,1.05566243,a8f1158f
CHZUSDT,fc428d51,2022-11-20 10:49:43,5,Close Long,Limit,Trade,7136,0.23535,0.23500,0.0005,0.8397288,10747ca0
CHZUSDT,fc428d51,2022-11-20 10:49:43,5,Close Long,Limit,Trade,22000,0.23535,0.23500,0.0005,2.58885,cfb3b776
CHZUSDT,fc428d51,2022-11-20 10:49:43,5,Close Long,Limit,Trade,1821,0.23535,0.23500,0.0005,0.21428618,5ba70d96
CHZUSDT,fc428d51,2022-11-20 10:49:43,5,Close Long,Limit,Trade,339,0.23535,0.23500,0.0005,0.03989183,04f0d2ef
CHZUSDT,fc428d51,2022-11-20 10:49:43,5,Close Long,Limit,Trade,4739,0.23535,0.23500,0.0005,0.55766183,57ef9db5
CHZUSDT,fc428d51,2022-11-20 10:49:43,5,Close Long,Limit,Trade,28,0.23535,0.23500,0.0005,0.0032949,ee351d2c
CHZUSDT,fc428d51,2022-11-20 10:49:43,5,Close Long,Limit,Trade,4808,0.23535,0.23500,0.0005,0.5657814,3b481e58
CHZUSDT,fc428d51,2022-11-20 10:49:43,5,Close Long,Limit,Trade,132,0.23535,0.23500,0.0005,0.0155331,7266f25f
CHZUSDT,fc428d51,2022-11-20 10:49:43,5,Close Long,Limit,Trade,386,0.23535,0.23500,0.0005,0.04542255,903490a3
CHZUSDT,fc428d51,2022-11-20 10:49:43,5,Close Long,Limit,Trade,177,0.23535,0.23500,0.0005,0.02082848,68c32b2f
CHZUSDT,fc428d51,2022-11-20 10:49:43,5,Close Long,Limit,Trade,2190,0.23535,0.23500,0.0005,0.25770825,361f53b6
CHZUSDT,fc428d51,2022-11-20 10:49:43,5,Close Long,Limit,Trade,3595,0.23535,0.23500,0.0005,0.42304163,fe81b908
CHZUSDT,576318ba,2022-11-20 10:49:37,5,Close Short,Limit,Trade,7030,0.23485,0.23500,0.0005,0.82549775,4e201189
CHZUSDT,576318ba,2022-11-20 10:49:37,5,Close Short,Limit,Trade,857,0.23485,0.23500,0.0005,0.10063323,557ce6b6
CHZUSDT,576318ba,2022-11-20 10:49:37,5,Close Short,Limit,Trade,2921,0.23490,0.23500,0.0005,0.34307145,ac045b39
CHZUSDT,576318ba,2022-11-20 10:49:37,5,Close Short,Limit,Trade,1799,0.23490,0.23500,0.0005,0.21129255,7f6b8a85
CHZUSDT,576318ba,2022-11-20 10:49:37,5,Close Short,Limit,Trade,6979,0.23490,0.23500,0.0005,0.81968355,81c085e4
CHZUSDT,576318ba,2022-11-20 10:49:37,5,Close Short,Limit,Trade,41497,0.23490,0.23500,0.0005,4.87382265,a1848c17
CHZUSDT,576318ba,2022-11-20 10:49:37,5,Close Short,Limit,Trade,10954,0.23495,0.23500,0.0005,1.28682115,f6b27fcd
CHZUSDT,576318ba,2022-11-20 10:49:37,5,Close Short,Limit,Trade,2963,0.23495,0.23500,0.0005,0.34807843,46f7518f
CHZUSDT,bfc37dd8,2022-11-20 10:49:32,5,Close Long,Limit,Trade,8971,0.23505,0.23385,0.0005,1.05431678,13317ad5
CHZUSDT,bfc37dd8,2022-11-20 10:49:32,5,Close Long,Limit,Trade,8967,0.23505,0.23385,0.0005,1.05384668,58fc5cf5
CHZUSDT,bfc37dd8,2022-11-20 10:49:32,5,Close Long,Limit,Trade,3634,0.23505,0.23385,0.0005,0.42708585,c1653a3d
CHZUSDT,bfc37dd8,2022-11-20 10:49:32,5,Close Long,Limit,Trade,4855,0.23505,0.23385,0.0005,0.57058388,b2af99a9
CHZUSDT,bfc37dd8,2022-11-20 10:49:32,5,Close Long,Limit,Trade,20805,0.23500,0.23385,0.0005,2.4445875,15b12bd1
CHZUSDT,bfc37dd8,2022-11-20 10:49:32,5,Close Long,Limit,Trade,2768,0.23500,0.23385,0.0005,0.32524,03050c74
CHZUSDT,a55b6cea,2022-11-20 10:46:32,5,Close Short,Limit,Trade,2527,0.23385,0.23385,6e-05,0.03545634,6542024c
CHZUSDT,a55b6cea,2022-11-20 10:46:32,5,Close Short,Limit,Trade,6769,0.23385,0.23385,6e-05,0.09497584,17ba5f99
CHZUSDT,a55b6cea,2022-11-20 10:46:06,5,Close Short,Limit,Trade,1540,0.23385,0.23385,6e-05,0.02160774,09f88bd1
CHZUSDT,a55b6cea,2022-11-20 10:46:06,5,Close Short,Limit,Trade,1997,0.23385,0.23385,6e-05,0.02801991,856dfa21
CHZUSDT,a55b6cea,2022-11-20 10:46:06,5,Close Short,Limit,Trade,11003,0.23385,0.23385,6e-05,0.1543831,6551be30
CHZUSDT,a55b6cea,2022-11-20 10:46:06,5,Close Short,Limit,Trade,2421,0.23385,0.23385,6e-05,0.03396906,6e5dc368
CHZUSDT,a55b6cea,2022-11-20 10:46:06,5,Close Short,Limit,Trade,4824,0.23385,0.23385,6e-05,0.06768555,a76e93b1
CHZUSDT,a55b6cea,2022-11-20 10:46:06,5,Close Short,Limit,Trade,2083,0.23385,0.23385,6e-05,0.02922658,e4ff2439
CHZUSDT,a55b6cea,2022-11-20 10:46:06,5,Close Short,Limit,Trade,156,0.23385,0.23385,6e-05,0.00218884,f19417f2
CHZUSDT,a55b6cea,2022-11-20 10:46:06,5,Close Short,Limit,Trade,2558,0.23385,0.23385,6e-05,0.0358913,ed9fc970
CHZUSDT,a55b6cea,2022-11-20 10:46:06,5,Close Short,Limit,Trade,2558,0.23385,0.23385,6e-05,0.0358913,f904a7ec
CHZUSDT,a55b6cea,2022-11-20 10:46:06,5,Close Short,Limit,Trade,1026,0.23385,0.23385,6e-05,0.01439581,2a4e3631
CHZUSDT,a55b6cea,2022-11-20 10:46:06,5,Close Short,Limit,Trade,10483,0.23385,0.23385,6e-05,0.14708698,5ce17945
CHZUSDT,a55b6cea,2022-11-20 10:46:06,5,Close Short,Limit,Trade,55,0.23385,0.23385,6e-05,0.00077171,00f1f506
CHZUSDT,f8413fcb,2022-11-20 10:45:42,5,Close Short,Market,Trade,2182,0.23420,Market,0.0005,0.2555122,9a96a38f
CHZUSDT,f8413fcb,2022-11-20 10:45:42,5,Close Short,Market,Trade,12948,0.23420,Market,0.0005,1.5162108,bd29f05a
CHZUSDT,f8413fcb,2022-11-20 10:45:42,5,Close Short,Market,Trade,12370,0.23420,Market,0.0005,1.448527,aa8f1d40
CHZUSDT,d74efae7,2022-11-20 10:45:35,5,Close Short,Market,Trade,4855,0.23400,Market,0.0005,0.568035,96c4bcb4
CHZUSDT,d74efae7,2022-11-20 10:45:35,5,Close Short,Market,Trade,4699,0.23400,Market,0.0005,0.549783,361eb86b
CHZUSDT,d74efae7,2022-11-20 10:45:35,5,Close Short,Market,Trade,8540,0.23400,Market,0.0005,0.99918,42886b5a
CHZUSDT,d74efae7,2022-11-20 10:45:35,5,Close Short,Market,Trade,481,0.23405,Market,0.0005,0.05628903,cfb3cbc6
CHZUSDT,d74efae7,2022-11-20 10:45:35,5,Close Short,Market,Trade,4481,0.23405,Market,0.0005,0.52438903,dfc02663
CHZUSDT,d74efae7,2022-11-20 10:45:35,5,Close Short,Market,Trade,1744,0.23405,Market,0.0005,0.2040916,ccfad9c0
CHZUSDT,d74efae7,2022-11-20 10:45:35,5,Close Short,Market,Trade,2700,0.23405,Market,0.0005,0.3159675,a4497f87
CHZUSDT,e8cb7196,2022-11-20 10:45:28,5,Close Short,Market,Trade,18435,0.23350,Market,0.0005,2.15228625,ad7a26a1
CHZUSDT,e8cb7196,2022-11-20 10:45:28,5,Close Short,Market,Trade,9065,0.23350,Market,0.0005,1.05833875,75ecaa9d
CHZUSDT,f3f5de49,2022-11-20 10:45:22,5,Close Short,Market,Trade,4119,0.23345,Market,0.0005,0.48079028,18e9bff2
CHZUSDT,f3f5de49,2022-11-20 10:45:22,5,Close Short,Market,Trade,21960,0.23345,Market,0.0005,2.563281,964a9551
CHZUSDT,f3f5de49,2022-11-20 10:45:22,5,Close Short,Market,Trade,1421,0.23345,Market,0.0005,0.16586623,02dad6b5
CHZUSDT,2ede367f,2022-11-20 10:44:22,5,Open Long,Limit,Trade,116276,0.23185,0.23185,6e-05,1.61751544,a0058e9e
CHZUSDT,2ede367f,2022-11-20 10:44:22,5,Open Long,Limit,Trade,3899,0.23185,0.23185,6e-05,0.05423899,bdc91008
CHZUSDT,2ede367f,2022-11-20 10:44:22,5,Open Long,Limit,Trade,239,0.23185,0.23185,6e-05,0.00332473,4d53351f
CHZUSDT,2ede367f,2022-11-20 10:44:22,5,Open Long,Limit,Trade,4466,0.23185,0.23185,6e-05,0.06212653,d3141480
CHZUSDT,2ede367f,2022-11-20 10:44:22,5,Open Long,Limit,Trade,120,0.23185,0.23185,6e-05,0.00166932,4c00189f
CHZUSDT,0ae6fc64,2022-11-20 10:27:54,5,Open Short,Limit,Trade,140523,0.23900,0.23900,6e-05,2.01509982,2d41d4dd
CHZUSDT,0ae6fc64,2022-11-20 10:27:54,5,Open Short,Limit,Trade,402,0.23900,0.23900,6e-05,0.00576468,47a986c0
CHZUSDT,0ae6fc64,2022-11-20 10:27:54,5,Open Short,Limit,Trade,402,0.23900,0.23900,6e-05,0.00576468,d940fcbd
CHZUSDT,0ae6fc64,2022-11-20 10:27:54,5,Open Short,Limit,Trade,2558,0.23900,0.23900,6e-05,0.03668172,4299d0e9
CHZUSDT,0ae6fc64,2022-11-20 10:27:53,5,Open Short,Limit,Trade,3625,0.23900,0.23900,6e-05,0.0519825,56b31363
CHZUSDT,0ae6fc64,2022-11-20 10:27:53,5,Open Short,Limit,Trade,402,0.23900,0.23900,6e-05,0.00576468,71944061
CHZUSDT,0ae6fc64,2022-11-20 10:27:52,5,Open Short,Limit,Trade,1898,0.23900,0.23900,6e-05,0.02721732,f3077858
CHZUSDT,0ae6fc64,2022-11-20 10:27:52,5,Open Short,Limit,Trade,3488,0.23900,0.23900,6e-05,0.05001792,f2592946
CHZUSDT,0ae6fc64,2022-11-20 10:27:52,5,Open Short,Limit,Trade,3124,0.23900,0.23900,6e-05,0.04479816,6ab754ee
CHZUSDT,0ae6fc64,2022-11-20 10:27:52,5,Open Short,Limit,Trade,2438,0.23900,0.23900,6e-05,0.03496092,5c73cce6
CHZUSDT,0ae6fc64,2022-11-20 10:27:52,5,Open Short,Limit,Trade,2000,0.23900,0.23900,6e-05,0.02868,f352f191
CHZUSDT,0ae6fc64,2022-11-20 10:27:52,5,Open Short,Limit,Trade,11734,0.23900,0.23900,6e-05,0.16826556,49306e4f
CHZUSDT,0ae6fc64,2022-11-20 10:27:52,5,Open Short,Limit,Trade,4000,0.23900,0.23900,6e-05,0.05736,1daee4b2
CHZUSDT,0ae6fc64,2022-11-20 10:27:52,5,Open Short,Limit,Trade,6000,0.23900,0.23900,6e-05,0.08604,7b95b68e
CHZUSDT,0ae6fc64,2022-11-20 10:27:52,5,Open Short,Limit,Trade,2696,0.23900,0.23900,6e-05,0.03866064,d92aa051
CHZUSDT,0ae6fc64,2022-11-20 10:27:52,5,Open Short,Limit,Trade,2000,0.23900,0.23900,6e-05,0.02868,202edd7a
CHZUSDT,0ae6fc64,2022-11-20 10:27:52,5,Open Short,Limit,Trade,2000,0.23900,0.23900,6e-05,0.02868,ff54e389
CHZUSDT,0ae6fc64,2022-11-20 10:27:52,5,Open Short,Limit,Trade,5594,0.23900,0.23900,6e-05,0.08021796,ea170a88
CHZUSDT,0ae6fc64,2022-11-20 10:27:52,5,Open Short,Limit,Trade,2558,0.23900,0.23900,6e-05,0.03668172,71071ce2
CHZUSDT,0ae6fc64,2022-11-20 10:27:52,5,Open Short,Limit,Trade,2558,0.23900,0.23900,6e-05,0.03668172,a5f8005f
CHZUSDT,1599d0b7,2022-11-20 10:26:17,5,Open Short,Limit,Trade,1921,0.23900,0.23900,6e-05,0.02754714,59f301b2
CHZUSDT,1599d0b7,2022-11-20 10:26:17,5,Open Short,Limit,Trade,2000,0.23900,0.23900,6e-05,0.02868,58fd27d1
CHZUSDT,1599d0b7,2022-11-20 10:26:17,5,Open Short,Limit,Trade,402,0.23900,0.23900,6e-05,0.00576468,69e78faa
CHZUSDT,1599d0b7,2022-11-20 10:26:17,5,Open Short,Limit,Trade,2558,0.23900,0.23900,6e-05,0.03668172,0f240f1e
CHZUSDT,1599d0b7,2022-11-20 10:26:17,5,Open Short,Limit,Trade,6000,0.23900,0.23900,6e-05,0.08604,0eee6733
CHZUSDT,1599d0b7,2022-11-20 10:26:17,5,Open Short,Limit,Trade,20000,0.23900,0.23900,6e-05,0.2868,668c47b3
CHZUSDT,1599d0b7,2022-11-20 10:26:17,5,Open Short,Limit,Trade,20000,0.23900,0.23900,6e-05,0.2868,fb0c0b3b
CHZUSDT,1599d0b7,2022-11-20 10:26:17,5,Open Short,Limit,Trade,20000,0.23900,0.23900,6e-05,0.2868,23e12bb8
CHZUSDT,1599d0b7,2022-11-20 10:25:47,5,Open Short,Limit,Trade,111984,0.23900,0.23900,6e-05,1.60585056,2b5167b2
CHZUSDT,1599d0b7,2022-11-20 10:25:46,5,Open Short,Limit,Trade,550,0.23900,0.23900,6e-05,0.007887,32039771
CHZUSDT,1599d0b7,2022-11-20 10:25:46,5,Open Short,Limit,Trade,41,0.23900,0.23900,6e-05,0.00058794,863bc6a6
CHZUSDT,1599d0b7,2022-11-20 10:25:46,5,Open Short,Limit,Trade,1529,0.23900,0.23900,6e-05,0.02192586,8be06e06
CHZUSDT,1599d0b7,2022-11-20 10:25:46,5,Open Short,Limit,Trade,550,0.23900,0.23900,6e-05,0.007887,266c57df
CHZUSDT,1599d0b7,2022-11-20 10:25:46,5,Open Short,Limit,Trade,2673,0.23900,0.23900,6e-05,0.03833082,cea2daef
CHZUSDT,1599d0b7,2022-11-20 10:25:46,5,Open Short,Limit,Trade,135,0.23900,0.23900,6e-05,0.0019359,4ecae769
CHZUSDT,1599d0b7,2022-11-20 10:25:46,5,Open Short,Limit,Trade,43268,0.23900,0.23900,6e-05,0.62046312,46fc0f87
CHZUSDT,1599d0b7,2022-11-20 10:25:46,5,Open Short,Limit,Trade,605,0.23900,0.23900,6e-05,0.0086757,19031727
CHZUSDT,1599d0b7,2022-11-20 10:25:46,5,Open Short,Limit,Trade,431,0.23900,0.23900,6e-05,0.00618054,67109102
CHZUSDT,1599d0b7,2022-11-20 10:25:46,5,Open Short,Limit,Trade,17900,0.23900,0.23900,6e-05,0.256686,d03a78da
CHZUSDT,1599d0b7,2022-11-20 10:25:46,5,Open Short,Limit,Trade,1021,0.23900,0.23900,6e-05,0.01464114,f03b74c3
CHZUSDT,1599d0b7,2022-11-20 10:25:46,5,Open Short,Limit,Trade,200,0.23900,0.23900,6e-05,0.002868,1ffde7de
CHZUSDT,1599d0b7,2022-11-20 10:25:46,5,Open Short,Limit,Trade,14592,0.23900,0.23900,6e-05,0.20924928,2a2b8743
CHZUSDT,1599d0b7,2022-11-20 10:25:46,5,Open Short,Limit,Trade,20734,0.23900,0.23900,6e-05,0.29732556,79c0f21e
CHZUSDT,1599d0b7,2022-11-20 10:25:46,5,Open Short,Limit,Trade,1981,0.23900,0.23900,6e-05,0.02840754,e3379592
CHZUSDT,1599d0b7,2022-11-20 10:25:46,5,Open Short,Limit,Trade,16,0.23900,0.23900,6e-05,0.00022944,b26137e7
CHZUSDT,1599d0b7,2022-11-20 10:25:46,5,Open Short,Limit,Trade,58909,0.23900,0.23900,6e-05,0.84475506,f07926e8
CHZUSDT,98f86891,2022-11-20 08:40:36,5,Close Short,Limit,Trade,23204,0.22200,0.22200,6e-05,0.30907728,e5bfba9a
CHZUSDT,98f86891,2022-11-20 08:40:36,5,Close Short,Limit,Trade,58172,0.22200,0.22200,6e-05,0.77485104,798c79ae
CHZUSDT,98f86891,2022-11-20 08:40:36,5,Close Short,Limit,Trade,649,0.22200,0.22200,6e-05,0.00864468,92ab633a
CHZUSDT,98f86891,2022-11-20 08:40:36,5,Close Short,Limit,Trade,1733,0.22200,0.22200,6e-05,0.02308356,d9cc3f7f
CHZUSDT,98f86891,2022-11-20 08:40:36,5,Close Short,Limit,Trade,649,0.22200,0.22200,6e-05,0.00864468,45b441e0
CHZUSDT,98f86891,2022-11-20 08:40:36,5,Close Short,Limit,Trade,1733,0.22200,0.22200,6e-05,0.02308356,86e76533
CHZUSDT,98f86891,2022-11-20 08:40:36,5,Close Short,Limit,Trade,250687,0.22200,0.22200,6e-05,3.33915084,3303aafc
CHZUSDT,98f86891,2022-11-20 08:40:36,5,Close Short,Limit,Trade,50,0.22200,0.22200,6e-05,0.000666,230688fa
CHZUSDT,98f86891,2022-11-20 08:40:36,5,Close Short,Limit,Trade,54,0.22200,0.22200,6e-05,0.00071928,45e262d8
CHZUSDT,98f86891,2022-11-20 08:40:36,5,Close Short,Limit,Trade,1627,0.22200,0.22200,6e-05,0.02167164,06a084a4
CHZUSDT,98f86891,2022-11-20 08:40:36,5,Close Short,Limit,Trade,5687,0.22200,0.22200,6e-05,0.07575084,acc7bda3
CHZUSDT,98f86891,2022-11-20 08:40:36,5,Close Short,Limit,Trade,303,0.22200,0.22200,6e-05,0.00403596,32096203
CHZUSDT,98f86891,2022-11-20 08:40:36,5,Close Short,Limit,Trade,1037,0.22200,0.22200,6e-05,0.01381284,da5c3f80
CHZUSDT,98f86891,2022-11-20 08:40:36,5,Close Short,Limit,Trade,500,0.22200,0.22200,6e-05,0.00666,19055543
CHZUSDT,98f86891,2022-11-20 08:40:36,5,Close Short,Limit,Trade,210,0.22200,0.22200,6e-05,0.0027972,fd5d6efa
CHZUSDT,98f86891,2022-11-20 08:40:36,5,Close Short,Limit,Trade,1822,0.22200,0.22200,6e-05,0.02426904,7a366e5f
CHZUSDT,98f86891,2022-11-20 08:40:36,5,Close Short,Limit,Trade,1883,0.22200,0.22200,6e-05,0.02508156,c206fb22
